1.jpg,1179.0,711.0,0.82028145,1160.0,680.0,0.89989537,1145.0,679.0,0.913916,1079.0,691.0,0.7518258,1052.0,691.0,0.8968303,1212.0,845.0,0.890983,905.0,858.0,0.95253104,1446.0,871.0,0.93780375,677.0,907.0,0.85849184,1632.0,857.0,0.9416235,460.0,922.0,0.9108749,1149.0,1276.0,0.7518355,959.0,1280.0,0.88570493,1464.0,1341.0,0.85830736,702.0,1506.0,0.7159096,1447.0,1687.0,0.8096789,394.0,1714.0,0.89705825
10.jpg,459.0,175.0,0.7818196,471.0,158.0,0.9070242,441.0,159.0,0.75072443,492.0,166.0,0.72923005,421.0,171.0,0.91867644,534.0,247.0,0.91776955,385.0,252.0,0.9066361,648.0,252.0,0.77721786,271.0,249.0,0.8706298,772.0,253.0,0.6207329,166.0,238.0,0.7821756,513.0,465.0,0.8833016,422.0,470.0,0.8949246,640.0,598.0,0.92673075,261.0,516.0,0.8572698,776.0,726.0,0.7427063,239.0,700.0,0.9086615
100.jpg,549.0,86.0,0.81542206,563.0,73.0,0.8876072,556.0,71.0,0.92701745,609.0,83.0,0.94322157,591.0,79.0,0.7097931,672.0,161.0,0.89734596,528.0,162.0,0.84051996,793.0,170.0,0.87284565,408.0,170.0,0.8272069,900.0,161.0,0.944169,307.0,160.0,0.9412673,632.0,393.0,0.8342493,537.0,394.0,0.87502575,755.0,509.0,0.939438,386.0,447.0,0.82034886,882.0,612.0,0.91514695,377.0,613.0,0.9190811
101.jpg,874.0,73.0,0.8716828,914.0,3.0,0.81618,912.0,1.0,0.8643119,1103.0,33.0,0.8992826,1099.0,33.0,0.7981342,1583.0,296.0,0.96250355,924.0,384.0,0.9609349,2092.0,427.0,0.90711063,436.0,327.0,0.9025891,2533.0,509.0,0.919146,26.0,322.0,0.27127153,1680.0,1280.0,0.9234585,1290.0,1283.0,0.96896636,2180.0,1824.0,0.84141195,659.0,1590.0,0.92209756,2567.0,2165.0,0.56195116,820.0,2147.0,0.39474472
102.jpg,93.0,107.0,0.69251776,97.0,104.0,0.8539257,95.0,103.0,0.9061726,108.0,107.0,0.6947927,103.0,105.0,0.79326534,124.0,123.0,0.8607516,87.0,122.0,0.9398111,156.0,125.0,0.8018758,58.0,121.0,0.8964074,181.0,125.0,0.9329108,33.0,119.0,0.9092442,114.0,175.0,0.88291204,93.0,176.0,0.9235167,146.0,203.0,0.94030476,54.0,184.0,0.90681756,180.0,226.0,0.9285871,55.0,223.0,0.95237505
103.jpg,448.0,127.0,0.86880994,439.0,115.0,0.8225831,440.0,115.0,0.81745005,406.0,118.0,0.84854007,409.0,119.0,0.88122493,436.0,181.0,0.7594279,380.0,177.0,0.55092037,533.0,181.0,0.7682721,268.0,206.0,0.57633674,604.0,175.0,0.75363207,144.0,210.0,0.4853452,415.0,345.0,0.5800855,437.0,341.0,0.68915844,310.0,446.0,0.8717929,570.0,361.0,0.84822977,171.0,541.0,0.807164,579.0,496.0,0.8106813
104.jpg,529.0,194.0,0.8521247,541.0,184.0,0.91690785,536.0,183.0,0.88099813,576.0,195.0,0.7603018,564.0,192.0,0.90273374,625.0,260.0,0.9469763,517.0,257.0,0.9509282,707.0,256.0,0.7159981,433.0,253.0,0.9441714,782.0,245.0,0.8540671,359.0,233.0,0.70142937,607.0,421.0,0.84151804,546.0,419.0,0.8843224,695.0,518.0,0.9795672,417.0,467.0,0.8912538,805.0,588.0,0.88448673,407.0,586.0,0.8379621
105.jpg,273.0,160.0,0.7569926,278.0,153.0,0.8728555,275.0,153.0,0.90714806,297.0,154.0,0.7684288,291.0,154.0,0.70423484,326.0,185.0,0.7548922,264.0,185.0,0.93350875,375.0,185.0,0.73893476,217.0,185.0,0.9236319,423.0,182.0,0.8847655,176.0,182.0,0.8881265,307.0,280.0,0.844518,270.0,278.0,0.79650235,362.0,332.0,0.96962214,203.0,298.0,0.93236953,420.0,369.0,0.7290685,193.0,371.0,0.85233116
106.jpg,294.0,124.0,0.5528482,294.0,116.0,0.44582042,284.0,114.0,0.66154957,276.0,119.0,0.5339316,253.0,116.0,0.7606388,308.0,179.0,0.86388254,201.0,176.0,0.6677028,384.0,171.0,0.72289056,123.0,172.0,0.8612168,457.0,160.0,0.6273501,55.0,171.0,0.7017839,273.0,326.0,0.79200876,203.0,324.0,0.7093132,369.0,320.0,0.6982924,123.0,388.0,0.62531877,386.0,436.0,0.76195616,37.0,432.0,0.8637375
107.jpg,181.0,83.0,0.8674645,194.0,71.0,0.9557307,173.0,74.0,0.86716324,223.0,79.0,0.80407465,175.0,79.0,0.80689776,247.0,119.0,0.93200004,170.0,121.0,0.95590943,299.0,115.0,0.81058997,113.0,118.0,0.8087876,352.0,105.0,0.80001724,64.0,111.0,0.8888547,244.0,224.0,0.90465814,188.0,224.0,0.8960981,289.0,290.0,0.8860168,137.0,270.0,0.85836995,332.0,345.0,0.713948,157.0,353.0,0.64071786
