21.jpg,587.0,369.0,0.6824245,602.0,356.0,0.838822,574.0,353.0,0.7623377,624.0,363.0,0.45652655,550.0,358.0,0.698339,658.0,462.0,0.84501714,508.0,456.0,0.6625525,695.0,577.0,0.6926748,478.0,575.0,0.7466252,753.0,682.0,0.53705794,423.0,679.0,0.6623641,626.0,679.0,0.61453843,539.0,681.0,0.7431016,617.0,881.0,0.7610168,557.0,876.0,0.7120613,617.0,1059.0,0.7763878,560.0,1057.0,0.66837764
22.jpg,613.0,370.0,0.7529461,626.0,355.0,0.7680013,596.0,357.0,0.73913425,650.0,356.0,0.78650963,574.0,363.0,0.66393304,690.0,457.0,0.59873986,546.0,466.0,0.7873842,721.0,576.0,0.8383532,507.0,576.0,0.63440245,775.0,674.0,0.7190034,446.0,680.0,0.47590396,662.0,682.0,0.72677827,576.0,681.0,0.6445533,645.0,879.0,0.64852417,584.0,882.0,0.7885935,637.0,1056.0,0.7443316,583.0,1063.0,0.7529151
23.jpg,513.0,243.0,0.6837293,527.0,241.0,0.64829576,498.0,239.0,0.6149095,544.0,270.0,0.7109322,484.0,272.0,0.65143704,574.0,342.0,0.86462724,455.0,344.0,0.88374954,563.0,225.0,0.7362294,458.0,242.0,0.47670823,540.0,165.0,0.61097467,481.0,161.0,0.5218544,552.0,555.0,0.861849,470.0,554.0,0.7836469,549.0,758.0,0.8842278,479.0,759.0,0.8975217,539.0,947.0,0.6665373,488.0,948.0,0.6259398
24.jpg,506.0,240.0,0.676603,520.0,238.0,0.7266814,493.0,237.0,0.7849389,537.0,268.0,0.6386734,476.0,267.0,0.5541839,567.0,341.0,0.84843147,448.0,343.0,0.7857709,562.0,230.0,0.5610095,454.0,222.0,0.7685753,530.0,172.0,0.58920896,473.0,169.0,0.42038476,553.0,556.0,0.8530581,472.0,557.0,0.6977595,543.0,757.0,0.91263807,475.0,757.0,0.865454,536.0,946.0,0.7475075,483.0,940.0,0.7480993
25.jpg,205.0,32.0,0.55748546,212.0,26.0,0.5967436,197.0,25.0,0.49275488,222.0,37.0,0.6170794,185.0,35.0,0.6300741,235.0,86.0,0.8098124,169.0,82.0,0.595801,247.0,145.0,0.81636226,156.0,140.0,0.7105421,264.0,194.0,0.7646772,139.0,194.0,0.6203939,227.0,201.0,0.7633836,180.0,203.0,0.7117186,217.0,287.0,0.5680746,183.0,288.0,0.83647037,213.0,371.0,0.68091667,186.0,368.0,0.65693164
26.jpg,193.0,32.0,0.5367154,199.0,26.0,0.43215498,185.0,27.0,0.6717532,213.0,35.0,0.67365927,177.0,39.0,0.5832486,231.0,80.0,0.6964467,162.0,87.0,0.68844986,243.0,140.0,0.7153287,150.0,144.0,0.7020876,258.0,194.0,0.8622818,135.0,193.0,0.7082201,217.0,198.0,0.7172947,170.0,200.0,0.740071,215.0,289.0,0.84199154,181.0,287.0,0.6081618,213.0,365.0,0.7951088,183.0,371.0,0.66619945
27.jpg,318.0,56.0,0.4570012,328.0,50.0,0.6590184,307.0,49.0,0.65448177,342.0,63.0,0.6662818,289.0,63.0,0.49590266,367.0,138.0,0.77572167,262.0,138.0,0.7428223,384.0,226.0,0.7791152,241.0,220.0,0.8562675,420.0,297.0,0.8064926,213.0,294.0,0.8079753,351.0,297.0,0.7447681,278.0,298.0,0.7807785,342.0,433.0,0.83393514,278.0,431.0,0.82924736,342.0,552.0,0.8358861,276.0,552.0,0.781042
28.jpg,279.0,57.0,0.58874655,290.0,50.0,0.6255263,269.0,50.0,0.75331974,308.0,63.0,0.61881053,256.0,65.0,0.51071537,338.0,134.0,0.78541327,229.0,139.0,0.840346,355.0,221.0,0.77539974,212.0,225.0,0.76,385.0,294.0,0.82824856,178.0,296.0,0.73621655,320.0,293.0,0.83753085,248.0,296.0,0.8056181,320.0,429.0,0.8216015,257.0,430.0,0.7604685,323.0,549.0,0.84357953,258.0,550.0,0.8595105
29.jpg,197.0,30.0,0.5950611,204.0,25.0,0.6745578,189.0,25.0,0.6142012,212.0,36.0,0.6878305,179.0,36.0,0.80163443,231.0,80.0,0.7959657,159.0,79.0,0.9164629,241.0,145.0,0.8713106,150.0,143.0,0.77010787,264.0,196.0,0.92189693,126.0,195.0,0.88746333,220.0,185.0,0.7507541,175.0,185.0,0.6670761,208.0,275.0,0.8483901,177.0,277.0,0.7608181,200.0,367.0,0.6565796,179.0,368.0,0.6321436
30.jpg,202.0,29.0,0.6824373,210.0,25.0,0.8906404,195.0,24.0,0.7460003,221.0,36.0,0.7581154,185.0,36.0,0.8403633,240.0,77.0,0.90958893,167.0,79.0,0.91223705,250.0,145.0,0.7975465,156.0,145.0,0.8838053,272.0,194.0,0.928743,135.0,196.0,0.9071008,224.0,182.0,0.8661227,179.0,182.0,0.85425866,223.0,279.0,0.90092677,191.0,277.0,0.908888,220.0,366.0,0.67230344,198.0,369.0,0.8077167
